id,category,nameEN,nameCN,input,startup,active,recovery, onHit,onBlock,cancel,damage,comboScaling,driveOnHit,driveOnBlock,driveOnPunishConter,superArt,Properties,notesEN,notesCN
od_aerial_burning_kick_during_a_neutral_or_forward_jump,special,OD Aerial Burning Kick (During a neutral or forward jump),OD空中烈焰踢,8/9>236KK,18,18-24,13 frame(s) after landing,D,1～4,,1000,,0,-5000,-7000,1000,High,Has cross-up attack properties Recovery on block changes depending on the height of the attack when it is blocked Adds 8 frame to landing recovery when the attack leaps over the opponent and misses,有逆向判定，打防帧数取决于打点高度，当攻击挥空且换边时+8f收招
l_seismic_hammer_l,special,L Seismic Hammer L,震地重锤（轻）,623LP,24,24-31,26,D,-10,SA3,700,Starter scaling 20%,2000,-2000,-7000,600,Low - Projectile,Can transition into Feint on frame 11 Can be canceled into High Jump,第11帧可以取消假动作，可以大跳取消
m_seismic_hammer_m,special,M Seismic Hammer M,震地重锤（中）,623MP,24,24-31,33,D,-10,SA3,700,Starter scaling 20%,2000,-2000,-7000,600,Low - Projectile,Can transition into Feint on frame 11 Can be canceled into High Jump,第11帧可以取消假动作，可以大跳取消
h_seismic_hammer_h,special,H Seismic Hammer H,震地重锤（重）,623HP,24,24-31,33,D,-10,SA3,700,Starter scaling 20%,2000,-2000,-7000,600,Low - Projectile,Can transition into Feint on frame 11 Can be canceled into High Jump,第11帧可以取消假动作，可以大跳取消
od_seismic_hammer,special,OD Seismic Hammer,OD震地重锤,623PP,19,19-26,26,D,-8,SA2,900,Starter scaling 20%,0,-2000,-7000,600,Low - Projectile,Can be canceled into High Jump,可以大跳取消
seismic_hammerfeint_before_seismic_hammer_is_performed,special,[Seismic Hammer]Feint (Before Seismic Hammer is performed),假动作（捶地取消）,623P>K,,,16 total frames,,,,0,,0,0,0,0,,,
focus_forcelv1,special,Focus Force(Lv1),蓄能之力,214K,23,23-34,36,D,-16,,1000,Starter scaling 50%,4000,-4000,-6000,1000,High,"Gains full body armor properties to absorb 1 hit from frames 6 - 13, hold version extends this window until frame 59 When a strike-based attack hits the armor hitbox, the technique automatically counterattacks Can be canceled into a forward dash between frames 11 - 13, hold version extends this window until frame 59 Changes to Level 2 version if the button is held for more than 20 frames and then released Changes to Level 3 version if the button is held for more than 59 frames Juggle state time is extended when attack lands as a Punish Counter.",第6-13帧全身一段霸体，蓄力版本持续霸体至59帧，当打击技命中霸体时，自动反击。第11-13帧可以被前前取消，蓄力版本取消窗口持续至59帧。蓄力超过20帧为一段蓄力，超过59帧为两段蓄力。确反康时对手浮空硬直增加
focus_forcelv2_hold,special,Focus Force(Lv2) Hold,蓄能之力（一段蓄力）,214[K],30,30-41,36,D,-16,,1200,Starter scaling 50%,4000,-4000,-6000,1000,High,Produces a crumple stun on Punish Counter,确反康造成崩防硬直
focus_forcelv3_hold,special,Focus Force(Lv3) Hold,蓄能之力（两段蓄力）,214[K],69,69-80,36,D,-10,,1400,Starter scaling 20%,5000,-5000,-8000,1200,High,Causes a crumple stun on hit,击中造成崩防硬直
od_focus_forcelv1,special,OD Focus Force(Lv1),OD蓄能之力,214KK,20,20-31,36,D,-16,,1500,Starter scaling 50%,0,-4000,-8000,1000,High,"Gains full body armor properties to absorb 1 hit from frames 3 - 10, hold version extends this window until frame 57 When a strike-based attack hits the armor hitbox, the technique automatically counterattacks Can be canceled into a forward dash between frames 8 - 10, hold version extends this window until frame 57 Changes to Level 2 version if the button is held for more than 20 frames and then released Changes to Level 3 version if the button is held for more than 57 frames Juggle state time is extended when attack lands as a Punish Counter.",第3-10帧全身一段霸体，蓄力版本持续霸体至57帧，当打击技命中霸体时，自动反击。第8-10帧可以被前前取消，蓄力版本取消窗口持续至57帧。蓄力超过20帧为一段蓄力，超过57帧为两段蓄力。确反康时对手浮空硬直增加
od_focus_forcelv2_hold,special,OD Focus Force(Lv2) Hold,OD蓄能之力（一段蓄力）,214[KK],30,30-41,36,D,-16,,1700,Starter scaling 50%,0,-4000,-8000,1000,High,Produces a crumple stun on Punish Counter,确反康造成崩防硬直
od_focus_forcelv3_hold,special,OD Focus Force(Lv3) Hold,OD蓄能之力（两段蓄力）,214[KK],67,67-78,36,D,-10,,2000,Starter scaling 20%,0,-5000,-10000,1200,High,Causes a crumple stun on hit,击中造成崩防硬直
focus_forceforward_dash_during_focus_force,special,[Focus Force]Forward Dash (During Focus Force),前前（取消电盾）,214K>66,,,21 total frames,,,,0,,0,0,0,0,,Always in Punish Counter state during execution.,动作持续时被击中为确反康
sa1_limit_decoupler,super,SA1 Limit Decoupler,弹击步,236236K,8,8-20,53,D,-34,,2000,,0,-2500,-5000,0,High,"Invincible to strikes and throws between frames 1 - 11 Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 12 - 20 Considered airborne from frames 12 - 42 Adds a timer set to 700 frames, during this time Viper can perform follow-up attacks and High Jumps without consuming any Drive (During Burnout the timer is consumed, and follow-up attacks and High Jumps can be performed) Values do not change when the attack lands as a counter or Punish Counter The minimum guaranteed damage is 30%",1-11帧打投无敌，第12-20帧对空无敌，12-42帧浮空。SA1后续效果持续时间700帧，发动时任何大跳取消和派生攻击不消耗斗气槽。伤害不会随着打康种类改变，保底修正30%
sa2_mission_complete,super,SA2 Mission Complete,任务终结,214214P,7,7-10,45,D,-29,,3000,,0,-5000,-10000,0,High,Completely invincible on frames 1 - 10 Minimum guaranteed damage is set to 40% Values do not change on counter or Punish Counter,1-10帧无敌，保底修正40%，伤害不会随着打康种类改变
sa3_hard_luck_rejector,super,SA3 Hard Luck Rejector,厄运排斥者,214214K,10,10-13,54,D,-38,,4000,*Immediate scaling 10%,0,-7500,-15000,0,High,Completely invincible between frames 1 - 13 The minimum guaranteed damage is 50% Values do not change when the attack lands as a counter or Punish Counter * Can only be canceled into from special moves,1-13帧无敌，保底修正50%，伤害不会随着打康种类改变，只能取消必杀
ca_hard_luck_rejector,super,CA Hard Luck Rejector,CA厄运排斥者,214214K,10,10-13,54,D,-38,,4500,*Immediate scaling 10%,0,-10000,-20000,0,High,Completely invincible between frames 1 - 13 The minimum guaranteed damage is 50% Values do not change when the attack lands as a counter or Punish Counter * Can only be canceled into from special moves,1-13帧无敌，保底修正50%，伤害不会随着打康种类改变，只能取消必杀
high_impulse_when_near_opponent_l_l,throw,High Impulse (When near opponent) L L,过载脉冲,LPLK,5,5-7,23,D,,,1200,Immediate scaling 20%,2000,0,-10000,2000,Throw,Properties change to the following when the attack lands as a Punish Counter: - Deals 2040 damage - Super Art gauge increases by 4000 - Forces a hard knockdown,投到确反康性质变化：1，伤害增加为2040；2，超级必杀槽增加4000；3，强制倒地
thunder_cradle_when_near_opponent_l_l,throw,Thunder Cradle (When near opponent) L L,闪电环抱,4LPLK,5,5-7,23,D,,,1200,Immediate scaling 20%,2000,0,-10000,2000,Throw,Properties change to the following when the attack lands as a Punish Counter: - Deals 2040 damage - Super Art gauge increases by 4000 - Forces a hard knockdown,投到确反康性质变化：1，伤害增加为2040；2，超级必杀槽增加4000；3，强制倒地
forward_dash,common,Forward Dash,前前,66,,,21 total frames,,,,0,,0,0,0,0,,,
backward_dash,common,Backward Dash,后后,44,,,23 total frames,,,,0,,0,0,0,0,,Invincible to throws between frames 1 - 15,第1-15帧对投无敌
drive_impact_viper_cannon_h_h,common,Drive Impact: Viper Cannon H H,迸放：毒蛇炮,HPHK,26,26-27,35,D,-3,,800,Starter scaling 20%,0,-5000,-15000,0,High,"Super Armor for 2 attacks between frames 1 - 27 Produces a wall splat if the pushback on hit causes the opponent to connect with the stage wall On Punish Counter or after a successful hit after Super Armor absorbs a hit, the following properties change: - Produces a crumple stun if the opponent is standing on the ground - Juggle state time is increased if the opponent is in the air - Super Art gauge increases by 3000",第1-27帧两次打击霸体，版边会造成对手墙崩。打到确反康性质变化：1，会造成对手进入崩防硬直；2，命中浮空对手时浮空硬直时间增加；3，超级必杀槽增加3000
drive_reversal_while_blocking_counter_spark_when_blocking_or_during_a_successful_drive_parry_h_h,common,Drive Reversal (while blocking): Counter Spark (When blocking or during a successful Drive Parry) H H,斗反（格挡）：电光反击,6HPHK,20,20-22,26,D,-6,,500,,0,0,0,0,High,Recoverable damage Completely invincible between frames 1 - 22 5 frames of recovery added on hit,伤害为白血，第1-22帧无敌，击中对手增加5f收招
drive_reversal_while_recovering_counter_spark_during_knockdown_recovery_h_h,common,Drive Reversal (while recovering): Counter Spark (During knockdown recovery) H H,斗反（起身）：电光反击,6HPHK,18,18-20,26,D,-6,,500,,0,0,0,0,High,Recoverable damage Completely invincible between frames 1 - 20 5 frames of recovery added on hit,伤害为白血，第1-20帧无敌，击中对手增加5f收招
drive_parry_m_m,common,Drive Parry M M,蓝防,MPMK,1,[*2] 1-12,33,,,*1,0,,0,0,0,0,,*1 Can be canceled from the 4th frame via Drive Rush *2 Parry hitbox is extended for as long as the buttons are held Only blocks can be performed during the recovery period Always in Punish Counter state during execution,1，从第4帧开始能被绿冲取消；2，蓝防判定会随着按钮的时间延长，但是在蓝防的收招动作中仅有格挡能够取消蓝防的收招，在蓝防动作的持续中，只要被攻击命中就必定为确反康
perfect_parry_strike_block_direction_m_m,common,Perfect Parry (strike) Block Direction M M,完美精防（打击）,4/1MPMK,1,,1,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame. (For high and overhead attacks, the player must press the direction away from the opponent. For low attacks, down and back) If no direction is inputted the result will be a regular parry with an additional Drive increase of 3000. Fully invincible for 5 frames once recovery is over (invincibility not granted if you continue the parry) The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",在输入蓝防的当前帧或下一帧被打击时，会触发完美精防，（对上段/中段攻击，需同时输入后，对下段攻击需同时输入下后）。如果没有输入任何方向，则判定为普通蓝防，但额外增加3000点斗气槽回复。完美精防结束后获得5f的无敌帧（如果持续按住蓝防则不获得）。被完美精防的一方在动作结束前不能取消招式，且如果在动作结束前被击中则一定是确反康
perfect_parry_projectile_m_m,common,Perfect Parry (projectile) M M,完美精防（波动）,MPMK,1,,10,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame No screen freeze occurs The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",在输入蓝防的当前帧或下一帧被打击时，会触发完美精防，不会出现屏幕冻结特效，被精防波动的一方不能取消动作，且在动作结束前被命中一定会出确反康
parry_drive_rush_during_a_drive_parry,common,Parry Drive Rush (During a Drive Parry),绿冲,MPMK>66,,,45 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 10th frame * Can be canceled into an attack on the 9th frame of the move Can be canceled into actions other than a parry from the 24th frame,第1-10帧出现屏幕冻结特效，第9帧开始能够被攻击动作取消，第24帧开始能被除了蓝防以外的任何动作取消
cancel_drive_rush_while_connecting_with_a_specialcancelable_move,common,Cancel Drive Rush (While connecting with a special-cancelable move),绿冲取消,66/MPMK,,,46 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 9th frame * Can be canceled into an attack from the 10th frame of the move Can be canceled into actions other than a parry from the 25th frame,第1-9帧出现屏幕冻结特效，第10帧开始可以被攻击动作取消，第25帧开始可以被除了蓝防以外的任何动作取消
