id,category,nameEN,nameCN,input,startup,active,recovery, onHit,onBlock,cancel,damage,comboScaling,driveOnHit,driveOnBlock,driveOnPunishConter,superArt,Properties,notesEN,notesCN
jumping_heavy_kick_during_a_jump_h,normal,Jumping Heavy Kick (During a jump) H,跳重脚,J>HK,10,10-16,3 frame(s) after landing,,,,800,,2000,-4000,-5000,1000,Mid,,
hammer_punch_h,normal,Hammer Punch H,重锤拳,6HP,22,22-24,19,2,-2,,800,,2000,-5000,-4000,1000,Mid,,
power_drive_m_h,targetcombo,Power Drive M H,能量驱动,5MP>5HP,15,15-17,22,D,-5,,1100,Immediate scaling 30%,600,-2000,-4000,600,High,,
power_shoot_m_h,targetcombo,Power Shoot M H,能量投篮,5MP>5HK,18,18-20,31,D,-14,,600,Starter scaling 20% Combo scaling 20%,500,-1000,-4000,500,High,,
power_dunk_m_h_h,targetcombo,Power Dunk) M H H,能量灌篮,5MP>5HK>5HK,18,18-47,33,D,―,,1300,,2500,0,-5000,1750,High,,
passing_sway_m_m,targetcombo,Passing Sway M M,穿越摇摆,5MP>5MK,13,13-14,27,-3,-12,,400,,1000,-2500,-4000,400,High,Fully invincible from frames 20 - 40 on hit only,命中后20-40f无敌。
jumping_lariat_m_m_m,targetcombo,Jumping Lariat M M M,跳跃臂勾,5MP>5MK>5MP,24,24-25,18,4,3,,1000,,1500,-2500,-4000,1000,High,Completely invincible between frames 1 - 25 Considered airborne from frames 14 - 25,1-25f无敌，14-25f浮空
jumping_knee_m_m_m,targetcombo,Jumping Knee M M M,跳跃膝撞,5MP>5MK>5MK,24,24-25,20,3,-2,,1000,,1500,-2500,-4000,1000,High,Completely invincible between frames 1 - 25 Considered airborne from frames 16 - 25,1-25f无敌，16-25f浮空
fire_kick_m_h,targetcombo,Fire Kick M H,火焰踢,2MK>2HK,13,13-14,28,D,-16,C,500,Combo scaling 20%,500,-3000,-4000,300,High,,
l_power_wave_l,special,L Power Wave L,能量波（轻）,236LP,14,,49 total frames,-3,-9,SA3,600,,1000,-2500,-2000,600,High - Projectile,,
m_power_wave_m,special,M Power Wave M,能量波（中）,236MP,16,,48 total frames,0,-6,SA3,700,,1000,-2500,-2000,700,High - Projectile,,
round_wave_h,special,Round Wave H,圆波,236HP,29,,51 total frames,8,5,SA3,900,,1500,-7000,-2000,1000,Low - Projectile,,
od_power_wave,special,OD Power Wave,OD能量波,236PP,15,,43 total frames,2,-2,SA2,800,Starter scaling 20%,0,-2500,-5000,600,High - Projectile,,
quick_burn_l,special,Quick Burn L,快速燃烧,214LP,10,10-23,23,2,-5,SA3,900,Starter scaling 30%,2000,-4000,-10000,700,HighMid,,
od_quick_burn_l_m,special,OD Quick Burn L M,OD快速燃烧,214LPMP,10,10-23,23,D,-5,SA2,1400,Starter scaling 20%,0,-3000,-5000,1300,HighMidHigh,,
m_burning_knuckle_m,special,M Burning Knuckle M,燃烧指节（中）,214MP,14,14-22,20,D,-6,SA3,1000,,2000,-5000,-6000,1000,High,,
h_burning_knuckle_h,special,H Burning Knuckle H,燃烧指节（重）,214HP,23,23-36,17,D,-8,SA3,1200,,3000,-6000,-10000,1200,High,,
od_burning_knuckle,special,OD Burning Knuckle,OD燃烧指节,214PP,19,19-32,17,D,-8,SA2,1400,Starter scaling 20% Combo scaling 20%,0,-8000,-10000,1200,High,Juggle state time is extended when attack lands as a Punish Counter.,确反康命中对手浮空时间增加
l_power_charge_l,special,L Power Charge L,能量冲锋（轻）,236LK,14,14-18,24,3,-9,SA3,700,Combo scaling 20%,1500,-3000,-5000,500,High,,
m_power_charge_m,special,M Power Charge M,能量冲锋（中）,236MK,20,20-25,23,D,-11,SA3,800,Combo scaling 20%,2000,-3000,-5000,800,High,,
h_power_charge_h,special,H Power Charge H,能量冲锋（重）,236HK,25,25-33,27,D,-16,SA3,800,,2000,-3000,-5000,500,High,Changes to juggle state on mid-air hit Can cancel into other special moves except Power Charge only on hit,命中空中对手造成浮空硬直，只有命中后才能取消任何除了能量冲锋以外的任何必杀
od_power_charge,special,OD Power Charge,OD能量冲锋,236KK,19,19-26,24,D,-14,SA2,800,Combo scaling 20%,0,-3000,-5000,1000,High,,
l_crack_shoot_l,special,L Crack Shoot L,崩裂喷射（轻）,214LK,16,16-19,18,1,-3,,700,,1000,-2500,-8000,800,High,Considered airborne from frames 7 - 23 Forces a Hard Knockdown on Punish Counter,7-23f浮空，确反康强制倒地
m_crack_shoot_m,special,M Crack Shoot M,崩裂喷射（中）,214MK,17,17-23,18,3,-3,,900,,1000,-3500,-8000,500,High,Considered airborne from frames 9 - 25 Forces a Hard knockdown on counter and Punish Counter,9-25f浮空，打康或确反康强制倒地
h_crack_shoot_h,special,H Crack Shoot H,崩裂喷射（重）,214HK,23,23--33,19,D,-1,,1100,Combo scaling 20%,4000,-5000,-6000,900,High,Considered airborne from frames 12 - 34,12-34f浮空
od_crack_shoot,special,OD Crack Shoot,OD崩裂喷射,214KK,20,20-23,19,D,-2,,1200,,0,-3000,-10000,1000,High,Considered airborne from frames 8 - 25 Forces a Hard Knockdown on Punish Counter Produces a floor bound during a mid-air hit,8-25帧浮空，确反康强制倒地。命中空中对手增加弹地效果
l_rising_tackle_l,special,L Rising Tackle L,升龙摔（轻）,623LP,5,5-14,21+12 frame(s) after landing,D,-25,SA3,1000,Starter scaling 20%,2000,-4000,-5000,800,High,Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 1 - 14 Considered airborne from frames 6 - 35,1-14帧对空无敌，6-35帧浮空
m_rising_tackle_m,special,M Rising Tackle M,升龙摔（中）,623MP,6,6-15,28+12 frame(s) after landing,D,-26,SA3,1200,Starter scaling 20%,4000,-4000,-5000,1200,High,Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 1 - 10 Considered airborne from frames 8 - 43,1-10帧对空无敌，8-43帧浮空
h_rising_tackle_h,special,H Rising Tackle H,升龙摔（重）,623HP,7,7-26,27+15 frame(s) after landing,D,-36,SA3,1300,Starter scaling 20%,2000,-4200,-5000,1000,High,Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 1 - 8 Considered airborne from frames 8 - 53,1-8帧对空无敌，8-53帧浮空
od_rising_tackle,special,OD Rising Tackle,OD升龙摔,623PP,6,6-20,34+15 frame(s) after landing,D,-42,,1600,Starter scaling 20%,0,-1000,0,1600,High,Completely invincible between frames 1 - 10 Considered airborne from frames 7 - 54,1-10帧无敌，7-54帧浮空
sa1_buster_wolf,super,SA1 Buster Wolf,非凡之狼,236236K,7,7-18,60,D,-26,,2000,Starter scaling 30% Combo scaling 20%,0,-2500,-5000,0,High,Invincible to strikes and throws between frames 1 - 8 Values do not change when the attack lands as a counter or Punish Counter The minimum guaranteed damage is 30%,1-8帧打投无敌，伤害不会随打康种类改变，保底修正30%
sa2_power_geyser,super,SA2 Power Geyser,能量喷泉,214214P,13,13-25,54,D,-27,,2600,Starter scaling 50％,0,-5000,-10000,0,High - Projectile,Can transition to Twin Geyser between frames 25 - 38 on hit only Completely invincible on frames 1 - 17 Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 18 - 25 Values do not change when the attack lands as a counter or Punish Counter The minimum guaranteed damage is 40%,命中后25-38帧派生后续，1-17帧无敌，18-25帧对空无敌，伤害不会随打康种类改变，保底修正40%
sa2_twin_geyser,super,SA2 Twin Geyser,双重能量喷泉,214214P>PP,22,22-27,43,D,ー,,1100,Starter scaling 50％ Immediate scaling 20%,0,0,0,0,High - Projectile,Can transition to Triple Geyser or Triple Geyser (Dud) between frames 38 - 42 on hit only The minimum guaranteed damage is 40%,命中后38-42帧可以派生后续，保底修正40%
sa2_triple_geyser,super,SA2 Triple Geyser,三重能量喷泉,214214P>PP>PP,14,14,125,D,ー,,2500,Starter scaling 50％ Immediate scaling 60%,0,0,-2000,0,High - Projectile,Completely invincible between frames 1 - 139 The minimum guaranteed damage is 40%,1-139f无敌，保底修正40%
sa2_triple_geyser_dud,super,SA2 Triple Geyser (Dud),三重能量喷泉（萎了）,214214P>PP>PP,,,90 total frames,,,,0,,0,0,0,0,,Performed when there's not enough Super Gauge meter,当没有足够超杀槽时出现
sa3_rising_fang,super,SA3 Rising Fang,升龙牙,236236P,8,8-34,57,D,-50,,4000,*Immediate scaling 10%,0,-7500,-15000,0,High,Completely invincible between frames 1 - 16 The minimum guaranteed damage is 50% Values do not change when the attack lands as a counter or Punish Counter * Can only be canceled into from special moves,1-16f无敌，保底修正50%，伤害不会随打康种类改变，只能取消必杀
ca_rising_fang_when_under_25_vitality,super,CA Rising Fang (when under 25% vitality),CA升龙牙,236236P,8,8-34,57,D,-50,,4500,*Immediate scaling 10%,0,-10000,-20000,0,High,Completely invincible between frames 1 - 16 The minimum guaranteed damage is 50% Values do not change when the attack lands as a counter or Punish Counter * Can only be canceled into from special moves,1-16f无敌，保底修正50%，伤害不会随打康种类改变，只能取消必杀
grasping_upper_when_near_opponent_l_l,throw,Grasping Upper (When near opponent) L L,强袭投,LPLK,5,5-7,23,D,,,1200,Immediate scaling 20%,2000,0,-10000,2000,Throw,Properties change to the following when the attack lands as a Punish Counter: - Deals 2040 damage - Super Art gauge increases by 4000 - Forces a hard knockdown,投到确反康性质变化：1，伤害增加为2040；2，超级必杀槽增加4000；3，强制倒地
buster_throw_when_near_opponent_l_l,throw,Buster Throw (When near opponent) L L,破坏投,4LPLK,5,5-7,23,D,,,1200,Immediate scaling 20%,2000,0,-10000,2000,Throw,Properties change to the following when the attack lands as a Punish Counter: - Deals 2040 damage - Super Art gauge increases by 4000 - Forces a hard knockdown,投到确反康性质变化：1，伤害增加为2040；2，超级必杀槽增加4000；3，强制倒地
forward_dash,common,Forward Dash,前前,66,,,19 total frames,,,,0,,0,0,0,0,,,
backward_dash,common,Backward Dash,后后,44,,,23 total frames,,,,0,,0,0,0,0,,Invincible to throws between frames 1 - 15,第1-15帧对投无敌
drive_impact_back_spin_kick_h_h,common,Drive Impact: Back Spin Kick H H,迸放：后旋踢,HPHK,26,26-27,35,D,-3,,800,Starter scaling 20%,0,-5000,-15000,0,High,"Super Armor for 2 attacks between frames 1 - 27 Produces a wall splat if the pushback on hit causes the opponent to connect with the stage wall On Punish Counter or after a successful hit after Super Armor absorbs a hit, the following properties change: - Produces a crumple stun if the opponent is standing on the ground - Juggle state time is increased if the opponent is in the air - Super Art gauge increases by 3000",第1-27帧两次打击霸体，版边会造成对手墙崩。打到确反康性质变化：1，会造成对手进入崩防硬直；2，命中浮空对手时浮空硬直时间增加；3，超级必杀槽增加3000
drive_reversal_while_blocking_back_knuckle_when_blocking_or_during_a_successful_drive_parry_h_h,common,Drive Reversal (while blocking): Back Knuckle (When blocking or during a successful Drive Parry) H H,斗反（格挡）：背击,6HPHK,20,20-22,26,D,-6,,500,,0,0,0,0,High,Recoverable damage Completely invincible between frames 1 - 22 5 frames of recovery added on hit,伤害为白血，第1-22帧无敌，击中对手增加5f收招
drive_reversal_while_recovering_back_knuckle_during_knockdown_recovery_h_h,common,Drive Reversal (while recovering): Back Knuckle (During knockdown recovery) H H,斗反（起身）：背击,6HPHK,18,18-20,26,D,-6,,500,,0,0,0,0,High,Recoverable damage Completely invincible on frames 1 - 20 5 frames of recovery added on hit,伤害为白血，第1-20帧无敌，击中对手增加5f收招
drive_parry_m_m,common,Drive Parry M M,蓝防,MPMK,1,[*2] 1-12,33,,,*1,0,,0,0,0,0,,*1 Can be canceled from the 4th frame via Drive Rush *2 Parry hitbox is extended for as long as the buttons are held Only blocks can be performed during the recovery period Always in Punish Counter state during execution,1，从第4帧开始能被绿冲取消；2，蓝防判定会随着按钮的时间延长，但是在蓝防的收招动作中仅有格挡能够取消蓝防的收招，在蓝防动作的持续中，只要被攻击命中就必定为确反康
perfect_parry_strike_block_direction_m_m,common,Perfect Parry (strike) Block Direction M M,完美精防（打击）,4/1MPMK,1,,1,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame. (For high and overhead attacks, the player must press the direction away from the opponent. For low attacks, down and back) If no direction is inputted the result will be a regular parry with an additional Drive increase of 3000. Fully invincible for 5 frames once recovery is over (invincibility not granted if you continue the parry) The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",在输入蓝防的当前帧或下一帧被打击时，会触发完美精防，（对上段/中段攻击，需同时输入后，对下段攻击需同时输入下后）。如果没有输入任何方向，则判定为普通蓝防，但额外增加3000点斗气槽回复。完美精防结束后获得5f的无敌帧（如果持续按住蓝防则不获得）。被完美精防的一方在动作结束前不能取消招式，且如果在动作结束前被击中则一定是确反康
perfect_parry_projectile_m_m,common,Perfect Parry (projectile) M M,完美精防（波动）,MPMK,1,,10,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame No screen freeze occurs. The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",在输入蓝防的当前帧或下一帧被打击时，会触发完美精防，不会出现屏幕冻结特效，被精防波动的一方不能取消动作，且在动作结束前被命中一定会出确反康
parry_drive_rush_during_a_drive_parry,common,Parry Drive Rush (During a Drive Parry),绿冲,MPMK>66,,,45 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 10th frame * Can be canceled into an attack on the 9th frame of the move Can be canceled into actions other than a parry from the 24th frame,第1-10帧出现屏幕冻结特效，第9帧开始能够被攻击动作取消，第24帧开始能被除了蓝防以外的任何动作取消
cancel_drive_rush_while_connecting_with_a_specialcancelable_move,common,Cancel Drive Rush (While connecting with a special-cancelable move),绿冲取消,MPMK/66,,,46 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 9th frame * Can be canceled into an attack from the 10th frame of the move Can be canceled into actions other than a parry from the 25th frame,第1-9帧出现屏幕冻结特效，第10帧开始可以被攻击动作取消，第25帧开始可以被除了蓝防以外的任何动作取消
