#SF6APP_META
#characterId=zangief
#displayNameCN=
#displayNameEN=Zangief
#(You can edit CSV freely. Lines starting with # are ignored on import.)
id,category,nameEN,nameCN,input,inputDisplay,hitType,startup,active,recovery,onBlock,onHit,damage,superArt,driveOnHit,driveOnBlock,driveOnPunishCounter,cancel
n3_hk,normals,Smetana Dropkick,スメタナドロップキック,3hk,,High,16,4,40,-18,-,1000,1200,4000,-8000,-11000,-
flying_body_press,normals,Flying Body Press,フライングボディプレス,j>2hp,,High,9,9,-,-,-,800,1000,2000,-4000,-5000,-
flying_headbutt,normals,Flying Headbutt,フライングヘッドバット,8>8hp,,Overhead,8,4,-,-,-,900,1200,4000,-4000,-8000,"Special, Drive, Super"
machine_gun_chops_2,targetCombos,Machine Gun Chops (2),マシンガンチョップ (2),5mp>5mp,,High,9,4,20,-6,2,600,500,1000,-2500,-4000,-
machine_gun_chops_3,targetCombos,Machine Gun Chops (3),マシンガンチョップ (3),5mp>5mp>5mp,,High,15,3,32,-17,-,900,500,1000,-2500,-4000,-
power_stomp_1,targetCombos,Power Stomps (1),ストンピング (1),22mk,,High,9,3,17,-3,4,500,700,1000,-2500,-4000,-
power_stomp_2,targetCombos,Power Stomps (2),ストンピング (2),22mk>5mk,,High,9,3,19,-4,-3,500,700,1000,-2500,-4000,"Special, Drive, Super"
power_stomp_3,targetCombos,Power Stomps (3),ストンピング (3),22mk>5mk>5mk,,High,10,3,24,-10,-2,700,700,1000,-2500,-4000,"Special, Drive, Super"
body_slam,normals,Bodyslam,ボディスラム,(lplk),,Throw,5,3,23,-,-,1200,1800,1500,-,-10000,-
capture,normals,Capture Suplex,キャプチュード,(4lplk),,Throw,5,3,23,-,-,1400,2000,2000,-,-10000,-
german_suplex,normals,German Suplex,ジャーマンスープレックス,(6lplk),,Throw,5,3,23,-,-,1500,2000,2000,-,-10000,-
spinebuster,normals,Spinebuster,スパインバスター,(3lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
russian_drop,normals,Russian Drop,ロシアンドロップ,(1lplk),,Throw,5,3,23,-,-,1500,2000,2000,-,-10000,-
brainbuster,normals,Brainbuster,ブレーンバスター,(2lplk),,Throw,5,3,23,-,-,1500,2000,2000,-,-10000,-
