#SF6APP_META
#characterId=cammy
#displayNameCN=
#displayNameEN=Cammy
#(You can edit CSV freely. Lines starting with # are ignored on import.)
id,category,nameEN,nameCN,input,inputDisplay,hitType,startup,active,recovery,onBlock,onHit,damage,superArt,driveOnHit,driveOnBlock,driveOnPunishCounter,cancel
razors_edge_slicer_charged,specials,Razor's Edge Slicer (Charged),レイザーエッジスライサー（ホールド）,5,236+[hp]>5,Low,10,"9, 5",17,2,-,1200,1000,4000,-5000,-7000,Super
hooligan_cannon_strike_charged,specials,Hooligan Cannon Strike (Charged),フーリガンキャノンストライク（ホールド）,*k,236+[hp]>*k,High,13,10,-,-,-,800,800,1000,-2000,-4000,-
reverse_edge_charged,specials,Reverse Edge (Charged),リバースエッジ（ホールド）,2*k,236+[hp]>2*k,Overhead,18,"4, 4",-,-2,8,1200,800,4000,-6000,-5000,-
fatal_leg_twister_charged,specials,Fatal Leg Twister (Charged),フェイタルレッグツイスター（ホールド）,(lplk),236+[hp]>(lplk),-,10,3,-,-,-,1000,1000,3000,-,-10000,-
silent_step_charged,specials,Silent Step (Charged),サイレントステップ（ホールド）,*p,236+[hp]>*p,-,-,-,-,-,-,-,-,-,-,-,-
hooligan_combination_od,specials,Hooligan Combination (OD),フーリガンコンビネーション（OD）,236(pp),,-,-,-,-,-,-,-,-,-,-,-,-
razors_edge_slicer_od,specials,Razor's Edge Slicer (OD),レイザーエッジスライサー（OD）,5,236(pp)>5,Low,10,"9, 5",17,2,-,1200,1000,-,-5000,-7000,Super
hooligan_cannon_strike_od,specials,Hooligan Cannon Strike (OD),フーリガンキャノンストライク（OD）,*k,236(pp)>*k,High,13,10,-,-,-,800,800,-,-2000,-4000,Super
reverse_edge_od,specials,Reverse Edge (OD),リバースエッジ（OD）,236(pp)>2*k,236(pp)>236(pp)>2*k,Overhead,18,"4, 4",-,-2,8,1200,800,-,-8000,-7000,Super
fatal_leg_twister_od,specials,Fatal Leg Twister (OD),フェイタルレッグツイスター（OD）,(lplk),236(pp)>(lplk),-,10,3,-,-,-,1000,1000,-,-,-10000,-
silent_step_od,specials,Silent Step (OD),サイレントステップ（OD）,*p,236(pp)>*p,-,-,-,-,-,-,-,-,-,-,-,-
spin_drive_smasher,supers,Spin Drive Smasher,スピンドライブスマッシャー,236236*k,,High,9,11,38,-24,-,2000,-,-,-2500,-5000,-
killer_bee_spin,supers,Killer Bee Spin,キラービースピン,214214*k,,High,13,9,37,-24,-,2800,-,-,-5000,-10000,-
aerial_killer_bee_spin,supers,Aerial Killer Bee Spin,エアキラービースピン,9>214214*k,,High,13,1,37,-23,-,3000,-,-,-5000,-10000,-
delta_red_assault,supers,Delta Red Assault,デルタレッドアサルト,236236*p,,High,9,15,4,-33,-,4000,-,-,-7500,-15000,-
delta_red_assault_ca,supers,Delta Red Assault (Critical Art),デルタレッドアサルト (CA),236236*p,,High,9,15,4,-33,-,4500,-,-,-10000,-20000,-
rough_landing,normals,Rough Landing,ラフランディング,(lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
delta_throw,normals,Delta Throw,デルタスルー,(2lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
leg_scissors_choke,normals,Leg Scissors Choke,レッグシザースチョーク,j>(lplk),,Throw,5,3,-,-,-,1200,2000,2000,-,-10000,-
