#SF6APP_META
#characterId=ed
#displayNameCN=
#displayNameEN=Ed
#(You can edit CSV freely. Lines starting with # are ignored on import.)
id,category,nameEN,nameCN,input,inputDisplay,hitType,startup,active,recovery,onBlock,onHit,damage,superArt,driveOnHit,driveOnBlock,driveOnPunishCounter,cancel
low_smash_combination,targetCombos,Low Smash Combination,ロースマッシュコンビネーション,2hk>5hp,,High,12,5,19,-8,-,700,1200,3500,-3000,-4000,Super
psycho_spark,specials,Psycho Spark,サイコスパーク,236*p,,High,14,12,8,-5,3,400,300,1000,-2500,-3000,Super
psycho_spark_od,specials,Psycho Spark (OD),サイコスパーク（OD）,236(pp),,High,14,12,7,-2,-,400,400,-,-2000,-3000,Super
f_lp,specials,Psycho Shoot (Light),サイコシュート（弱）,6lp,236*p>6lp,High,12,-,-,-8,3,600,600,1000,-2500,-3000,Super
f_mp,specials,Psycho Shoot (Medium),サイコシュート（中）,6mp,236*p>6mp,High,12,-,-,-8,3,600,600,1000,-2500,-3000,Super
f_hp,specials,Psycho Shoot (Heavy),サイコシュート（強）,6hp,236*p>6hp,High,12,-,-,-8,3,600,600,1000,-2500,-3000,Super
f_lp,specials,Psycho Shoot (OD Light),サイコシュート（OD 弱）,6lp,236(pp)>6lp,High,12,-,-,-2,-,800,600,-,-2500,-5000,Super
f_mp,specials,Psycho Shoot (OD Medium),サイコシュート（OD 中）,6mp,236(pp)>6mp,High,12,-,-,-2,-,800,600,-,-2500,-5000,Super
f_hp,specials,Psycho Shoot (OD Heavy),サイコシュート（OD 強）,6hp,236(pp)>6hp,High,12,-,-,-2,-,800,600,-,-2500,-5000,Super
psycho_uppercut_light,specials,Psycho Uppercut (Light),サイコアッパー（弱）,623lp,,High,10,8,28,-13,-,900,800,2000,-4000,-5000,Super
psycho_uppercut_medium,specials,Psycho Uppercut (Medium),サイコアッパー（中）,623mp,,High,14,6,32,-20,-,1000,1200,3000,-4000,-5000,Super
psycho_uppercut_heavy,specials,Psycho Uppercut (Heavy),サイコアッパー（強）,623hp,,High,16,6,33,-21,-,1200,1500,4000,-4000,-5000,Super
psycho_uppercut_od,specials,Psycho Uppercut (OD),サイコアッパー（OD）,623(pp),,High,13,6,36,-28,-,1600,1500,-,-4000,-,-
psycho_blitz_light,specials,Psycho Blitz (Light),サイコブリッツ（弱）,214lp,,High,11,"3, 3, 4",14,-5,3,800,900,2000,-3000,-5000,Super
psycho_blitz_medium,specials,Psycho Blitz (Medium),サイコブリッツ（中）,214mp,,High,13,"2, 3, 3",16,-12,-,900,1000,2000,-3000,-5000,Super
psycho_blitz_heavy,specials,Psycho Blitz (Heavy),サイコブリッツ（強）,214hp,,High,15,"2, 2, 2",23,-12,-,1100,1100,2000,-3000,-5000,Super
psycho_blitz_od,specials,Psycho Blitz (OD),サイコブリッツ（OD）,214(pp),,High,13,"1, 1, 1, 1, 1, 1, 2",20,-3,-,1400,1200,-,-4000,-5000,Super
psycho_flicker_light,specials,Psycho Flicker (Light),サイコフリッカー（弱）,236lk,,High,16,4,26,-6,1,800,600,2000,-2500,-8000,Super
psycho_flicker_light_charged,specials,Psycho Flicker (Light Charged),サイコフリッカー（弱 ホールド）,236[lk],,High,31,5,24,4,-,1000,800,2000,-3000,-5000,-
psycho_flicker_medium,specials,Psycho Flicker (Medium),サイコフリッカー（中）,236mk,,High,20,4,26,-6,3,900,600,2000,-3000,-10000,Super
psycho_flicker_medium_charged,specials,Psycho Flicker (Medium Charged),サイコフリッカー（中 ホールド）,236[mk],,High,35,5,24,4,-,1000,800,2000,-3000,-5000,-
psycho_flicker_heavy,specials,Psycho Flicker (Heavy),サイコフリッカー（強）,236hk,,High,17,8,18,-,-,800,600,2000,-,-10000,Super
psycho_flicker_heavy_charged,specials,Psycho Flicker (Heavy Charged),サイコフリッカー（強 ホールド）,236[hk],,High,35,10,19,-,-,1000,800,3000,-,-5000,-
psycho_flicker_od,specials,Psycho Flicker (OD),サイコフリッカー（OD）,236(kk),,High,25,4,32,4,-,800,700,-,-3000,-5000,Super
kill_rush_forward,normals,Kill Rush (Forward),キルステップ（前方）,5(kk),,-,-,-,-,-,-,-,-,-,-,-,-
kill_switch_break,specials,Kill Switch Break,キルスイッチ・ブレイク,6*p,5(kk)>6*p,High,11,3,20,-4,-,800,600,2000,-5000,-8000,Super
kill_switch_chaser,specials,Kill Switch Chaser,キルスイッチ・チェイス,6*p,5(kk)>6*p,High,11,3,20,-6,-,600,600,2000,-5000,-8000,Super
kill_rush_backward,normals,Kill Rush (Backward),キルステップ（後方）,4(kk),,-,-,-,-,-,-,-,-,-,-,-,-
psycho_storm,supers,Psycho Storm,サイコストーム,236236*k,,High,13,"2, 2, 2, 2, 1, 1, 1",56,-32,-,2000,-,-,-2500,-5000,-
psycho_cannon,supers,Psycho Cannon,サイコキャノン,214214*p,,High,8,-,-,65,-,1100,-,-,-5000,-10000,-
psycho_chamber,supers,Psycho Chamber,サイコチェンバー,236236*p,,High,10,10,64,-49,-,4000,-,-,-7500,-15000,-
psycho_chamber_critical_art,supers,Psycho Chamber (Critical Art),サイコチェンバー（CA）,236236*p,,High,10,10,64,-49,-,4500,-,-,-10000,-20000,-
face_buster,normals,Face Buster,フェイスバスター,(lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
rib_crusher,normals,Rib Crusher,リブクラッシャー,(4lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
