#SF6APP_META
#characterId=jp
#displayNameCN=
#displayNameEN=Jp
#(You can edit CSV freely. Lines starting with # are ignored on import.)
id,category,nameEN,nameCN,input,inputDisplay,hitType,startup,active,recovery,onBlock,onHit,damage,superArt,driveOnHit,driveOnBlock,driveOnPunishCounter,cancel
triglav_medium,specials,Triglav (Medium),トリグラフ (中),22mp,,High,22,10,-,-2,-,800,800,1000,-2500,-3000,Super
triglav_heavy,specials,Triglav (Heavy),トリグラフ (強),22hp,,High,22,10,-,-2,-,800,800,1000,-2500,-3000,Super
triglav_od_light,specials,Triglav (OD Light),トリグラフ (OD 弱),22(lp+mp),,High,20,20,-,3,-,1000,1000,-,-3000,-5000,Super
triglav_od_medium,specials,Triglav (OD Medium),トリグラフ (OD 中),22(lp+hp),,High,20,20,-,3,-,1000,1000,-,-3000,-5000,Super
triglav_od_heavy,specials,Triglav (OD Heavy),トリグラフ (OD 強),22(mp+hp),,High,20,20,-,3,-,1000,1000,-,-3000,-5000,Super
stribog_light,specials,Stribog (Light),ストリボーグ (弱),236lp,,High,16,6,-,-10,-,1000,800,2000,-3500,-5000,Super
stribog_medium,specials,Stribog (Medium),ストリボーグ (中),236mp,,High,20,"3, 3",-,-8,-,1200,800,2000,-3500,-5000,Super
stribog_heavy,specials,Stribog (Heavy),ストリボーグ (強),236hp,,High,28,"3, 3",-,4,-,800,800,2000,-3500,-5000,Super
stribog_od,specials,Stribog (OD),ストリボーグ (OD),236(pp),,High,19,"3, 3",-,2,-,1000,800,-,-3500,-5000,Super
departure_light,specials,Departure (Light),ヴィーハト (弱),214lp,,High,150,10,-,-,-,800,1000,1000,-2500,-3000,-
departure_medium,specials,Departure (Medium),ヴィーハト (中),214mp,,High,150,10,-,-,-,800,1000,1000,-2500,-3000,-
departure_heavy,specials,Departure (Heavy),ヴィーハト (強),214hp,,High,150,10,-,-,-,800,1000,1000,-2500,-3000,-
departure_od_light,specials,Departure (OD Light),ヴィーハト (OD 弱),214(lp+mp),,High,110,"10, 10",-,-,-,1000,800,-,-3000,-5000,-
departure_od_medium,specials,Departure (OD Medium),ヴィーハト (OD 中),214(lp+hp),,High,110,"10, 10",-,-,-,1000,800,-,-3000,-5000,-
departure_od_heavy,specials,Departure (OD Heavy),ヴィーハト (OD 強),214(mp+hp),,High,110,"10, 10",-,-,-,1000,800,-,-3000,-5000,-
departure_window,specials,Departure: Window,ヴィーハト・アクノ,214+{lp|mp},,High,-,-,-,-,-,-,-,-,-,-,-
departure_shadow,specials,Departure: Shadow,ヴィーハト・チェーニ,214hp,,High,-,-,-,-,-,-,-,-,-,-,-
amnesia,specials,Amnesia,アムネジア,22*k,,High,3,18,35,-,-,800,1000,1000,-2500,-3000,-
amnesia_od,specials,Amnesia (OD),アムネジア (OD),22(kk),,High,1,20,35,-,-,1200,1200,-,-3000,-5000,-
torbalan_light,specials,Torbalan (Light),トルバラン (弱),236lk,,High,22,-,-,-6,-,800,600,1000,-2500,-3000,Super
torbalan_medium,specials,Torbalan (Medium),トルバラン (中),236mk,,Overhead,26,-,-,-8,6,1000,600,1000,-2500,-3000,Super
torbalan_heavy,specials,Torbalan (Heavy),トルバラン (強),236hk,,Low,26,-,-,-8,6,1000,600,1000,-2500,-3000,Super
torbalan_od,specials,Torbalan (OD),トルバラン (OD),236(kk),,High,22,-,-,25,-,800,800,-,-5000,-5000,Super
embrace,specials,Embrace,アブニマーチ,214*k,,Throw,26,-,-,-,-,1800,3000,2500,-,-10000,-
embrace_od,specials,Embrace (OD),アブニマーチ (OD),214(kk),,Throw,26,-,-,-,-,2600,3000,-,-,-10000,-
f_mk,normals,Guillotinna,ギリオチーナ,6mk,,High,22,2,19,-3,3,700,500,1500,-2500,-5000,-
n3_hp,normals,Malice,シャーロスチ,3hp,,High,16,3,31,-14,-,900,1000,3000,-4000,-10000,-
f_hk,normals,Bylina,ヴィリーナ,6hk,,High,11,"2, 4",24,-5,-,900,1000,2500,-5000,-10000,"Special, Drive, Super"
b_mp,targetCombos,Grom Strelka (1),グロームストレルカ (1),4mp,,High,8,3,16,-1,5,500,400,1500,-3000,-4000,"Special, Drive, Super"
grom_strelka_2,targetCombos,Grom Strelka (2),グロームストレルカ (2),4mp>5mp,,High,10,3,20,-6,3,500,400,800,-2000,-3000,"Special, Drive, Super"
zilant,targetCombos,Zilant,ジラント,hk>hp,,High,20,3,20,-3,3,500,500,1000,-2500,-4000,"Special, Drive, Super"
zilant_mid,targetCombos,Zilant Mid,ジラントルカー,hk>hp>hp,,Overhead,21,3,22,-4,3,1000,1000,2000,-5000,-10000,-
zilant_low,targetCombos,Zilant Low,ジラントナガー,hk>hp>hk,,Low,21,3,22,-4,3,1000,1000,2000,-5000,-10000,-
ravina,normals,Ravina,ラヴィーナ,(lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
uragan,normals,Uragan,ウラガーン,(4lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
tornado,normals,Tornado,タルナード,j>(lplk),,Throw,5,3,-,-,-,1200,2000,2000,-,-10000,-
chornobog,supers,Chornobog,チョルノボーグ,236236*p,,High,8,-,-,-33,-,2000,-,-,-2500,-5000,-
lovushka,supers,Lovushka,ラヴーシュカ,214214*p,,High,29,-,-,-,-,2000,-,-,-4000,-10000,-
interdiction,supers,Interdiction,ザプリェット,236236*k,,High,18,6,62,-50,-,4000,-,-,-7500,-15000,-
interdiction_ca,supers,Interdiction (Critical Art),ザプリェット (CA),236236*k,,High,18,6,62,-50,-,4500,-,-,-10000,-20000,-
