#SF6APP_META
#characterId=mai
#displayNameCN=
#displayNameEN=Mai
#(You can edit CSV freely. Lines starting with # are ignored on import.)
id,category,nameEN,nameCN,input,inputDisplay,hitType,startup,active,recovery,onBlock,onHit,damage,superArt,driveOnHit,driveOnBlock,driveOnPunishCounter,cancel
mai_air_throw,normals,Air Throw,空中投げ,lp+lk,,Throw,5,1,20,-,22,1200,1000,2000,-,-,-
mai_l_hishou_ryuuenjin,specials,Hishou Ryuuenjin (Light),飛翔龍炎陣 (弱),623lp,,High,5,18,15,-29,-,900,1000,2000,-8000,-5000,-
mai_boosted_l_hishou_ryuuenjin,specials,[Boosted] Hishou Ryuuenjin (Light),[強化版] 飛翔龍炎陣 (弱),623lp,,High,5,18,15,-29,-,1000,1000,2000,-6000,-5000,-
mai_m_hishou_ryuuenjin,specials,Hishou Ryuuenjin (Medium),飛翔龍炎陣 (中),623mp,,High,5,18,15,-29,-,900,1000,2000,-8000,-5000,-
mai_boosted_m_hishou_ryuuenjin,specials,[Boosted] Hishou Ryuuenjin (Medium),[強化版] 飛翔龍炎陣 (中),623mp,,High,5,18,15,-29,-,1000,1000,2000,-6000,-5000,-
mai_h_hishou_ryuuenjin,specials,Hishou Ryuuenjin (Heavy),飛翔龍炎陣 (強),623hp,,High,5,18,15,-29,-,900,1000,2000,-8000,-5000,-
mai_boosted_h_hishou_ryuuenjin,specials,[Boosted] Hishou Ryuuenjin (Heavy),[強化版] 飛翔龍炎陣 (強),623hp,,High,5,18,15,-29,-,1000,1000,2000,-6000,-5000,-
mai_od_hishou_ryuuenjin,specials,Hishou Ryuuenjin (OD),飛翔龍炎陣 (OD),623pp,,High,5,18,15,-29,-,1200,1200,2000,-8000,-5000,-
mai_boosted_od_hishou_ryuuenjin,specials,[Boosted] Hishou Ryuuenjin (OD),[強化版] 飛翔龍炎陣 (OD),623pp,,High,5,18,15,-29,-,1300,1200,2000,-6000,-5000,-
mai_hien_ren_kyaku_2,targetCombos,Hien Ren Kyaku (2),飛燕連脚（2段目）,5lk>5lk,,High,7,2,20,-10,-2,400,300,250,-500,-2000,-
mai_hien_ren_kyaku_3,targetCombos,Hien Ren Kyaku (3),飛燕連脚（3段目）,5lk>5lk>5lk,,High,10,2,28,-10,3,500,300,250,-500,-2000,-
mai_hoshi_kujaku_1,targetCombos,Hoshi Kujaku (1),星孔雀（1段目）,5hk>5hk,,High,8,5,20,-1,3,800,1000,2000,-5000,-10000,-
mai_hoshi_kujaku_2,targetCombos,Hoshi Kujaku (2),星孔雀（2段目）,5hk>5hk>5hk,,High,9,3,38,-11,-,1200,1000,2000,-2500,-10000,-
mai_l_kachousen,specials,Kachousen (Light),花蝶扇 (弱),236lp,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_l_kachousen,specials,[Boosted] Kachousen (Light),[強化版] 花蝶扇 (弱),236lp,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_m_kachousen,specials,Kachousen (Medium),花蝶扇 (中),236mp,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_m_kachousen,specials,[Boosted] Kachousen (Medium),[強化版] 花蝶扇 (中),236mp,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_h_kachousen,specials,Kachousen (Heavy),花蝶扇 (強),236hp,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_h_kachousen,specials,[Boosted] Kachousen (Heavy),[強化版] 花蝶扇 (強),236hp,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_od_kachousen,specials,Kachousen (OD),花蝶扇 (OD),236pp,,Overhead,15,2,24,0,2,800,600,1000,-2000,-3000,-
mai_boosted_od_kachousen,specials,[Boosted] Kachousen (OD),[強化版] 花蝶扇 (OD),236pp,,Overhead,15,2,24,2,2,900,600,1000,-2000,-3000,-
mai_l_ryuuenbu,specials,Ryuuenbu (Light),龍炎舞 (弱),214lp,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_l_ryuuenbu,specials,[Boosted] Ryuuenbu (Light),[強化版] 龍炎舞 (弱),214lp,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_m_ryuuenbu,specials,Ryuuenbu (Medium),龍炎舞 (中),214mp,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_m_ryuuenbu,specials,[Boosted] Ryuuenbu (Medium),[強化版] 龍炎舞 (中),214mp,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_h_ryuuenbu,specials,Ryuuenbu (Heavy),龍炎舞 (強),214hp,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_h_ryuuenbu,specials,[Boosted] Ryuuenbu (Heavy),[強化版] 龍炎舞 (強),214hp,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_od_ryuuenbu,specials,Ryuuenbu (OD),龍炎舞 (OD),214pp,,Overhead,15,2,24,0,2,800,600,1000,-2000,-3000,-
mai_boosted_od_ryuuenbu,specials,[Boosted] Ryuuenbu (OD),[強化版] 龍炎舞 (OD),214pp,,Overhead,15,2,24,2,2,900,600,1000,-2000,-3000,-
mai_l_hissatsu_shinobi_bachi,specials,Hissatsu Shinobi Bachi (Light),必殺忍蜂 (弱),623lk,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_l_hissatsu_shinobi_bachi,specials,[Boosted] Hissatsu Shinobi Bachi (Light),[強化版] 必殺忍蜂 (弱),623lk,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_m_hissatsu_shinobi_bachi,specials,Hissatsu Shinobi Bachi (Medium),必殺忍蜂 (中),623mk,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_m_hissatsu_shinobi_bachi,specials,[Boosted] Hissatsu Shinobi Bachi (Medium),[強化版] 必殺忍蜂 (中),623mk,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_h_hissatsu_shinobi_bachi,specials,Hissatsu Shinobi Bachi (Heavy),必殺忍蜂 (強),623hk,,Overhead,15,2,24,-4,2,600,600,1000,-2000,-3000,-
mai_boosted_h_hissatsu_shinobi_bachi,specials,[Boosted] Hissatsu Shinobi Bachi (Heavy),[強化版] 必殺忍蜂 (強),623hk,,Overhead,15,2,24,-2,2,700,600,1000,-2000,-3000,-
mai_od_hissatsu_shinobi_bachi,specials,Hissatsu Shinobi Bachi (OD),必殺忍蜂 (OD),623kk,,Overhead,15,2,24,0,2,800,600,1000,-2000,-3000,-
mai_boosted_od_hissatsu_shinobi_bachi,specials,[Boosted] Hissatsu Shinobi Bachi (OD),[強化版] 必殺忍蜂 (OD),623kk,,Overhead,15,2,24,2,2,900,600,1000,-2000,-3000,-
mai_kagerou_no_mai,supers,Kagerou no Mai,影炎の舞,236236*k,,High,6,34,51,-31,-,2000,-,-,-2500,-5000,-
mai_boosted_kagerou_no_mai,supers,[Boosted] Kagerou no Mai,[強化版] 影炎の舞,236236*k,,High,6,90,46,-26,-,2300,-,-,-2500,-5000,-
mai_chou_hissatsu_shinobi_bachi,supers,Chou Hissatsu Shinobi Bachi,超必殺忍蜂,236236*p,,High,7,"2, 2, 2, 2, 3",26,-24,-,2800,-,-,-5000,-10000,-
mai_boosted_chou_hissatsu_shinobi_bachi,supers,[Boosted] Chou Hissatsu Shinobi Bachi,[強化版] 超必殺忍蜂,236236*p,,High,7,36,31,-24,-,3000,-,-,-5000,-10000,-
mai_shiranui_ryuu_enbu_ada_zakura,supers,Shiranui Ryuu: Enbu Ada Zakura,不知火流：炎舞徒桜,214214*k,,High,10,"2, 2, 4, 4",46,-33,-,4000,-,-,-7500,-15000,-
mai_boosted_shiranui_ryuu_enbu_ada_zakura,supers,[Boosted] Shiranui Ryuu: Enbu Ada Zakura,[強化版] 不知火流：炎舞徒桜,214214*k,,High,10,"2, 2, 4, 4",46,-33,-,4500,-,-,-10000,-20000,-
