#SF6APP_META
#characterId=rashid
#displayNameCN=
#displayNameEN=Rashid
#(You can edit CSV freely. Lines starting with # are ignored on import.)
id,category,nameEN,nameCN,input,inputDisplay,hitType,startup,active,recovery,onBlock,onHit,damage,superArt,driveOnHit,driveOnBlock,driveOnPunishCounter,cancel
side_flip,normals,Side Flip,サイド・フリップ,6(kk),,-,-,-,-,-,-,-,-,-,-,-,-
front_flip,specials,Front Flip,フロント・フリップ,{4|5|6}(kk),6(kk)>{4|5|6}(kk),-,-,-,-,-,-,-,-,-,-,-,-
spinning_mixer_light,specials,Spinning Mixer (Light),スピニング・ミキサー (弱),236lp,,High,8,"1, 2, 2",19,3,2,700,800,2000,-3000,-5000,Super
air_current_boosted_spinning_mixer_light,specials,[Air Current Boosted] Spinning Mixer (Light),[気流強化] スピニング・ミキサー (弱),236lp,,High,6,"1, 3, 3, 3, 3, 3, 3, 3, 3",15,2,4,1000,500,900,-5000,-5000,Super
spinning_mixer_medium,specials,Spinning Mixer (Medium),スピニング・ミキサー (中),236mp,,High,8,"1, 2, 2, 2, 2",-,45,-,800,800,2000,-7500,-5000,Super
air_current_boosted_spinning_mixer_medium,specials,[Air Current Boosted] Spinning Mixer (Medium),[気流強化] スピニング・ミキサー (中),236mp,,High,5,"1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",-,78,-,1400,800,2000,-6250,-5000,Super
spinning_mixer_heavy,specials,Spinning Mixer (Heavy),スピニング・ミキサー (強),236hp,,High,6,"2, 3, 3, 3, 3, 3",-,55,-,1200,1000,2000,-5000,-5000,-
air_current_boosted_spinning_mixer_heavy,specials,[Air Current Boosted] Spinning Mixer (Heavy),[気流強化] スピニング・ミキサー (強),236hp,,High,5,"3, 3, 3, 3, 3, 3, 3, 3, 3",-,83,-,1800,1000,2600,-5000,-5000,-
spinning_mixer_od,specials,Spinning Mixer (OD),スピニング・ミキサー (OD),236(pp),,High,6,"1, 2, 3, 4, 4, 4, 4, 4, 3",-,42,-,1400,1000,-,-7500,-,-
air_current_boosted_spinning_mixer_od,specials,[Air Current Boosted] Spinning Mixer (OD),[気流強化] スピニング・ミキサー (OD),236(pp),,High,4,"1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4",-,72,-,1400,650,-,-7500,-,-
eagle_spike_light,specials,Eagle Spike (Light),イーグル・スパイク (弱),214lk,,High,15,13,31,36,-,1100,1000,2000,-4000,-6000,Super
air_current_boosted_eagle_spike_light,specials,[Air Current Boosted] Eagle Spike (Light),[気流強化] イーグル・スパイク (弱),214lk,,High,14,13,33,24,-,1300,1000,2000,-5000,-6000,Super
eagle_spike_medium,specials,Eagle Spike (Medium),イーグル・スパイク (中),214mk,,High,21,13,26,36,-,1300,1100,2000,-6000,-8000,-
air_current_boosted_eagle_spike_medium,specials,[Air Current Boosted] Eagle Spike (Medium),[気流強化] イーグル・スパイク (中),214mk,,High,17,15,50,15,-,1500,1200,2000,-8000,-8000,-
eagle_spike_heavy,specials,Eagle Spike (Heavy),イーグル・スパイク (強),214hk,,High,26,13,27,36,-,1500,1200,2000,-8000,-10000,-
air_current_boosted_eagle_spike_heavy,specials,[Air Current Boosted] Eagle Spike (Heavy),[気流強化] イーグル・スパイク (強),214hk,,High,17,15,50,15,-,1500,1200,2000,-8000,-8000,-
eagle_spike_od,specials,Eagle Spike (OD),イーグル・スパイク (OD),214(kk),,High,21,13,26,36,-,1000,1000,-,-8000,-8000,-
air_current_boosted_eagle_spike_od,specials,[Air Current Boosted] Eagle Spike (OD),[気流強化] イーグル・スパイク (OD),214(kk),,High,18,14,22,24,-,1300,500,-,-8000,-8000,-
whirlwind_shot_light,specials,Whirlwind Shot (Light),ワールウィンド・ショット (弱),236lk,,High,17,-,-,9,1,600,600,1000,-2500,-3000,Super
charged_whirlwind_shot_light,specials,Charged Whirlwind Shot (Light),ホールド ワールウィンド・ショット (弱),236[lk],,High,34,-,-,0,5,900,600,1000,-2500,-3000,Super
fully_charged_whirlwind_shot_light,specials,Fully Charged Whirlwind Shot (Light),ホールドMAX ワールウィンド・ショット (弱),236[lk],,High,53,-,-,8,16,1000,600,1000,-2500,-3000,Super
whirlwind_shot_medium,specials,Whirlwind Shot (Medium),ワールウィンド・ショット (中),236mk,,High,17,-,-,9,1,600,600,1000,-2500,-3000,Super
charged_whirlwind_shot_medium,specials,Charged Whirlwind Shot (Medium),ホールド ワールウィンド・ショット (中),236[mk],,High,34,-,-,0,5,900,600,1000,-2500,-3000,Super
fully_charged_whirlwind_shot_medium,specials,Fully Charged Whirlwind Shot (Medium),ホールドMAX ワールウィンド・ショット (中),236[mk],,High,53,-,-,8,16,1000,600,1000,-2500,-3000,Super
whirlwind_shot_heavy,specials,Whirlwind Shot (Heavy),ワールウィンド・ショット (強),236hk,,High,17,-,-,9,1,600,600,1000,-2500,-3000,Super
charged_whirlwind_shot_heavy,specials,Charged Whirlwind Shot (Heavy),ホールド ワールウィンド・ショット (強),236[hk],,High,34,-,-,0,5,900,600,1000,-2500,-3000,Super
fully_charged_whirlwind_shot_heavy,specials,Fully Charged Whirlwind Shot (Heavy),ホールドMAX ワールウィンド・ショット (強),236[hk],,High,53,-,-,8,16,1000,600,1000,-2500,-3000,Super
whirlwind_shot_od,specials,Whirlwind Shot (OD),ワールウィンド・ショット (OD),236(kk),,High,17,-,-,2,-,700,600,-,-2500,-3000,Super
charged_whirlwind_shot_od,specials,Charged Whirlwind Shot (OD),ホールド ワールウィンド・ショット (OD),236(kk),,High,44,-,-,10,-,1200,600,-,-2500,-3000,Super
arabian_cyclone_light,specials,Arabian Cyclone (Light),アラビアン・サイクロン (弱),214lp,,High,15,3,28,9,-,800,600,2000,-4000,-8000,Super
arabian_cyclone_medium,specials,Arabian Cyclone (Medium),アラビアン・サイクロン (中),214mp,,High,20,3,26,7,-,900,600,2000,-5000,-8000,Super
arabian_cyclone_heavy,specials,Arabian Cyclone (Heavy),アラビアン・サイクロン (強),214hp,,High,27,3,-,2,-,1000,600,2000,-6000,-8000,Super
arabian_cyclone_od,specials,Arabian Cyclone (OD),アラビアン・サイクロン (OD),214(pp),,High,20,3,-,10,-,800,600,-,-6000,-6500,Super
wing_stroke_light,specials,Wing Stroke,ウィング・ストローク,4*k,,High,-,-,-,-,-,-,-,-,-,-,-
rolling_assault,specials,Rolling Assault,アサルト・ロール,6*k,,High,-,-,-,-,-,-,-,-,-,-,-
nail_assault,specials,Nail Assault,アサルト・ネイル,*k,6*k>*k,High,17,3,26,9,-,600,300,2000,-5000,-5000,Super
arabian_skyhigh_light,specials,Arabian Skyhigh (Light),アラビアン・スカイハイ (弱),9>214lk,,High,13,9,-,-,-,600,500,2000,-4000,-9000,-
arabian_skyhigh_medium,specials,Arabian Skyhigh (Medium),アラビアン・スカイハイ (中),9>214mk,,High,18,9,-,-,-,700,500,2000,-5000,-9000,-
arabian_skyhigh_heavy,specials,Arabian Skyhigh (Heavy),アラビアン・スカイハイ (強),9>214hk,,High,21,9,-,-,-,800,500,2000,-6000,-9000,-
arabian_skyhigh_od,specials,Arabian Skyhigh (OD),アラビアン・スカイハイ (OD),9>214kk,,High,13,9,-,-,-,1500,1000,-,-7000,-9000,-
super_rashid_kick,supers,Super Rashid Kick,スーパー・ラシード・キック,236236*k,,High,9,7,76,53,-,2100,-,-,-2500,-5000,-
ysaar,supers,Ysaar,イサール,214214*k,,High,11,-,-,33,-,1000,-,-,-5000,-10000,-
altair,supers,Altair,アルタイル,236236*p,,High,11,18,82,75,-,4000,-,-,-7500,-15000,-
altair_ca,supers,Altair (Critical Art),アルタイル (CA),236236*p,,High,11,18,82,75,-,4500,-,-,-10000,-20000,-
riding_glider,normals,Riding Glider,ライディング・グライド,(lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
sunset_drop,normals,Sunset Drop,サンセット・ドロップ,(4lplk),,Throw,5,3,23,-,-,1200,2000,2000,-,-10000,-
desert_slider,normals,Desert Slider,デザート・スライダー,j>(lplk),,Throw,5,3,3,-,-,1200,2000,2000,-,-10000,-
